t;N;D;PP;SP;PR;SR;TR;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50
9129;0.0213008;199.824;647.501;81.1412;48.9479;10.5185;58.1143;5.88221e-05;0.000319793;77.355;77.2083;81.594;0;0;0;0;0;0;0.421008;0.51542;0.624247;0.778351;0.0153835;0.0659038;1.68362;3.0866;3.82215;5.26603;12.9727;0;0;0;0;0;0;0;0;0;2.47814;1.33829;0;0.865802;0.900034;1.6427;2.4776;12.4126;8.13282;3.7417;1.31062e-16;0;0;0;0;1.6645e-10;0.112488;0.536727;3.51877
9130;0.0370411;202.743;617.163;260.309;25.0559;29.4223;53.5542;0.000676604;0.00334009;82.4669;23.008;22.6953;0;0;0;0;0;0;0.0694767;0.0867972;0.122352;0.158202;0.115418;0.610151;13.8486;17.5515;21.173;13.2278;20.0119;0;0;0;0;0;0;0;0;0;1.39492;0.998055;0;0.785247;1.05168;2.06261;3.1523;16.0269;10.9775;6.12017;2.52762e-16;0;0;0;0;1.44104e-10;0.0978709;0.467071;3.13047
9131;0.0490903;199.847;610.111;257.492;21.5474;28.4684;52.4378;0.405474;1.5169;90.6825;0.477719;0.424011;0;0;0;0;0;0;0.0120165;0.015354;0.0251725;0.0336351;0.884836;3.58998;21.0853;15.0275;18.1223;10.129;10.1408;0;0;0;0;0;0;0;0;0;0.906586;1.32579;0;1.47397;2.56955;5.00763;7.25822;34.9817;23.8299;12.2303;5.07693e-16;0;0;0;0;1.24661e-10;0.0863941;0.412734;2.8997
9132;0.0246848;193.763;624.757;125.797;36.4817;16.9063;54.6514;29.9736;71.1884;53.6413;0.103775;0.0973096;0;0;0;0;0;0;0.0288496;0.0400779;0.0773582;0.102597;4.75542;7.27683;6.52061;2.26004;2.81199;3.001;2.62678;0;0;0;0;0;0;0;0;0;0.911755;1.9696;0;2.51126;4.24602;7.75506;10.795;48.8615;33.5905;15.6405;6.15298e-16;0;0;0;0;1.11747e-10;0.080571;0.385702;2.92025
9133;0.024231;198.477;638.385;167.242;39.1261;22.4081;56.7467;57.9189;75.072;18.7309;0.144112;0.162863;0;0;0;0;0;0;2.31278;3.3242;4.7868;5.58811;13.8174;2.71982;0.418825;0.0811685;0.0993103;0.402746;0.605035;0;0;0;0;0;0;0;0;0;1.24977;2.27049;0;2.56916;3.75805;6.61504;9.17804;40.1053;26.6189;12.6725;5.06142e-16;0;0;0;0;1.0304e-10;0.0771846;0.370218;3.00479
9134;0.0399781;199.294;626.165;142.796;25.3691;28.0643;54.8533;0.0725019;0.0695334;92.5167;12.2882;14.5495;0;0;0;0;0;0;7.49972;10.5365;13.5742;15.1369;26.8938;1.39698;0.0560389;0.00711673;0.00889295;0.0918179;0.203435;0;0;0;0;0;0;0;0;0;2.60514;2.90743;0;2.61813;3.17913;5.35274;7.40759;31.6259;18.1812;9.02541;3.74903e-16;0;0;0;0;9.658e-11;0.0738717;0.354712;3.02864
9135;0.0247552;195.884;648.887;37.872;47.9317;10.6455;58.3109;0.00119888;0.000769325;0.721134;98.6681;111.029;0;0;0;0;0;0;1.17617;1.65815;2.5327;2.96015;15.1896;1.98721;0.100325;0.0110218;0.0142234;0.134881;0.254547;0;0;0;0;0;0;0;0;0;9.56985;5.81177;0;3.73787;3.31623;5.13618;6.98405;28.8922;12.5974;6.43437;2.74824e-16;0;0;0;0;9.96488e-11;0.0747195;0.358353;3.10735
9136;0.0221957;200.478;666.127;15.5146;58.3214;4.97072;60.9322;0.00235895;0.00127551;0.569377;116.736;122.926;0;0;0;0;0;0;0.176522;0.24992;0.473863;0.597711;0.65726;1.60632;0.394973;0.0477997;0.0629377;0.384771;0.454257;0;0;0;0;0;0;0;0;0;8.12598;4.38764;0;2.66449;2.26714;3.56142;4.9257;20.4241;8.802;4.63397;2.03941e-16;0;0;0;0;1.08858e-10;0.0775355;0.370714;3.18317
9137;0.022762;203.828;663.044;41.4581;55.4435;6.07904;60.4679;0.0153678;0.00766144;2.01059;113.591;117.552;0;0;0;0;0;0;0.0274916;0.0393565;0.0905544;0.121601;0.0537321;2.82524;3.00781;0.365984;0.480282;1.38123;0.876318;0;0;0;0;0;0;0;0;0;5.27945;2.95862;0;1.81;1.52514;2.44346;3.44948;14.5268;6.47544;3.48659;1.56925e-16;0;0;0;0;1.08899e-10;0.0749857;0.357798;3.06953
9138;0.0307968;205.346;628.915;221.163;32.9486;23.0999;55.3215;0.186939;0.0855275;4.94292;78.9085;80.3833;0;0;0;0;0;0;0.00447402;0.0065016;0.0177567;0.0250706;0.00928326;7.427;27.4499;3.39869;4.40089;5.29214;1.72639;0;0;0;0;0;0;0;0;0;4.13207;3.33304;0;2.24811;1.64973;2.46104;3.42215;14.3632;6.55075;3.26008;1.37777e-16;0;0;0;0;1.04301e-10;0.070208;0.334564;2.87615
9139;0.0337375;200.333;617.41;170.454;25.269;21.6306;53.4898;64.6211;25.749;3.24647;8.39798;5.94329;0;0;0;0;0;0;0.00356656;0.00497687;0.0123963;0.0175327;0.00262336;5.49513;34.6945;6.53392;8.70981;9.26461;2.46672;0;0;0;0;0;0;0;0;0;4.04676;9.58458;0;9.1653;5.07627;5.87015;7.34205;28.6707;12.7104;4.76057;1.58653e-16;0;0;0;0;1.13293e-10;0.0735383;0.349733;2.94125
9140;0.020087;200.98;666.971;28.9843;56.6233;7.54602;61.061;103.728;76.9923;2.15347;1.75546;1.04406;0;0;0;0;0;0;0.508081;0.640209;0.801205;0.97482;0.00186343;0.362498;0.891751;0.379261;0.517941;2.11322;1.1304;0;0;0;0;0;0;0;0;0;2.59574;8.79874;0;9.57226;5.12327;5.75107;7.18075;27.7379;12.9643;4.61657;1.47866e-16;0;0;0;0;1.48463e-10;0.0916667;0.434667;3.42814
9141;0.0583813;205.482;614.508;60.4473;13.2544;26.044;52.89;1.76399;3.10223;41.4753;22.0281;13.4596;0;0;0;0;0;0;20.0366;23.9763;20.383;22.2383;0.00185392;0.0553849;0.0558597;0.0407756;0.0558884;0.64715;0.587847;0;0;0;0;0;0;0;0;0;1.78455;5.35328;0;5.75886;3.18222;3.67007;4.7108;18.5527;9.05929;3.41335;1.14859e-16;0;0;0;0;1.70479e-10;0.102173;0.483622;3.67585
9142;0.020262;198;658.821;11.272;55.1314;6.19043;59.8228;4.86823e-05;0.000279404;110.996;79.1463;59.5543;0;0;0;0;0;0;3.19089;3.83496;3.90007;4.41783;0.010367;0.315608;0.19502;0.147507;0.20879;1.44789;0.954005;0;0;0;0;0;0;0;0;0;1.24234;3.24469;0;3.4332;1.9534;2.31755;3.06256;12.4307;6.28942;2.50402;8.85561e-17;0;0;0;0;1.73748e-10;0.102487;0.484642;3.62216
9143;0.0205397;200.909;653.364;61.4974;52.3788;7.92011;59.002;2.52475e-05;0.000158199;94.4511;79.9343;71.2735;0;0;0;0;0;0;0.522749;0.63874;0.757683;0.888817;0.089424;3.72219;1.95725;1.28953;1.80824;4.84916;1.83009;0;0;0;0;0;0;0;0;0;0.790675;2.04643;0;2.18605;1.28216;1.57862;2.15761;9.11609;4.85781;2.01401;7.36813e-17;0;0;0;0;1.62283e-10;0.0953764;0.450914;3.35853
9144;0.0451573;204.561;607.783;326.119;17.4562;36.3743;52.1867;0.000254767;0.00148269;38.0699;32.9317;36.099;0;0;0;0;0;0;0.0869388;0.108384;0.148945;0.180529;0.596041;33.3438;17.4087;10.1585;14.0068;15.2003;3.34683;0;0;0;0;0;0;0;0;0;1.10222;3.13175;0;3.23179;1.72166;1.98057;2.67391;11.4425;6.50635;2.35892;7.6342e-17;0;0;0;0;1.48793e-10;0.0873089;0.412739;3.06923
9145;0.0511123;198.308;597.909;247.481;14.1095;29.2536;50.4613;9.08551;36.0152;13.1041;6.41732;11.7326;0;0;0;0;0;0;0.0233359;0.0302426;0.0510664;0.0644501;0.60476;24.4666;13.2879;11.617;16.6372;18.2232;3.77595;0;0;0;0;0;0;0;0;0;3.62484;12.5392;0;12.334;5.49816;5.20876;6.45076;26.2858;15.4196;4.10175;1.00223e-16;0;0;0;0;1.69218e-10;0.0955609;0.450757;3.20097
9146;0.0216181;197.344;653.423;76.7983;49.9785;13.1713;59.0114;63.3785;100.955;4.34674;0.631696;1.15345;0;0;0;0;0;0;1.3077;1.81258;2.83128;3.32263;0.338729;1.03941;0.269227;0.8015;1.10462;4.15595;1.72966;0;0;0;0;0;0;0;0;0;3.58604;12.6135;0;12.382;5.80825;5.54197;6.96521;28.6228;18.44;4.5892;1.04787e-16;0;0;0;0;2.49755e-10;0.130576;0.613068;3.92209
9147;0.0322198;197.948;638.028;13.3066;34.5799;17.1643;56.6296;0.0648725;0.0616391;114.153;12.7708;22.9457;0;0;0;0;0;0;9.34934;12.6739;17.4499;19.5789;0.341329;0.17291;0.0176624;0.11166;0.157957;1.38209;0.896093;0;0;0;0;0;0;0;0;0;2.65151;7.78952;0;7.45567;3.63785;3.57758;4.6339;19.5606;13.2273;3.53046;8.49265e-17;0;0;0;0;3.19224e-10;0.157825;0.738501;4.40102
9148;0.0215512;199.053;655.167;31.5476;52.7198;7.51156;59.2707;0.000172457;0.000109745;124.198;43.3255;64.5398;0;0;0;0;0;0;1.45922;1.98142;3.22184;3.77955;2.18526;0.975036;0.048102;0.336932;0.493374;2.53256;1.26363;0;0;0;0;0;0;0;0;0;1.82189;4.7225;0;4.44227;2.24022;2.29763;3.0798;13.5031;9.43402;2.68141;6.77876e-17;0;0;0;0;3.50562e-10;0.167365;0.781458;4.47467
9149;0.0244272;200.741;634.672;150.668;39.8062;17.4802;56.1774;0.000260366;0.000137115;60.9709;63.188;78.9145;0;0;0;0;0;0;0.236951;0.326423;0.622857;0.760989;14.4478;7.64439;0.330013;2.2826;3.33773;7.21712;2.28473;0;0;0;0;0;0;0;0;0;1.96287;4.09292;0;3.48089;1.69039;1.7715;2.44935;11.2038;7.88547;2.30512;5.92239e-17;0;0;0;0;3.51506e-10;0.1641;0.765134;4.28119
9150;0.0453489;201.328;606.585;286.054;19.2977;32.0798;51.9563;0.00425957;0.0017482;1.84077;49.218;58.6561;0;0;0;0;0;0;0.0382794;0.0535312;0.120934;0.154743;8.27208;15.2826;1.62236;14.2274;20.7991;21.4408;4.24846;0;0;0;0;0;0;0;0;0;5.22661;7.69327;0;5.21981;2.39951;2.44807;3.38268;15.8047;11.3312;2.89783;6.60284e-17;0;0;0;0;3.73977e-10;0.167121;0.777222;4.18977
9151;0.0527696;195.844;591.941;265.539;13.169;30.5117;49.5787;24.9862;7.44954;5.81496;24.4589;15.1492;0;0;0;0;0;0;0.00974028;0.0133825;0.0335645;0.0452284;0.766674;3.84069;1.18064;18.1163;26.9927;29.4017;6.20202;0;0;0;0;0;0;0;0;0;6.44802;8.52612;0;6.25329;4.75889;5.4103;7.5133;35.427;27.8751;5.48025;1.00628e-16;0;0;0;0;4.50633e-10;0.188616;0.873805;4.46929
9152;0.0207685;195.514;657.091;48.5738;53.0414;10.9034;59.564;105.682;63.517;5.56657;2.10226;0.923675;0;0;0;0;0;0;0.844628;1.01908;1.23911;1.45386;0.476463;0.237395;0.0391761;0.69989;1.00519;4.5864;3.30237;0;0;0;0;0;0;0;0;0;4.06453;5.22748;0;4.18268;4.25691;5.42525;7.95737;38.8404;34.6143;6.89134;1.25249e-16;0;0;0;0;5.12145e-10;0.208547;0.964384;4.86099
9153;0.0391627;199.55;626.452;19.8021;25.258;20.5964;54.8282;0.295965;0.59383;89.3563;21.3769;10.4117;0;0;0;0;0;0;16.7931;19.1614;16.3182;17.4626;0.703802;0.0483785;0.00292743;0.0430457;0.0581053;0.804172;1.59636;0;0;0;0;0;0;0;0;0;2.95329;3.17494;0;2.47066;2.58526;3.42199;5.19779;25.9653;23.9847;5.44167;1.0803e-16;0;0;0;0;5.14148e-10;0.207947;0.960924;4.89221
9154;0.0216593;198.78;654.634;36.0859;51.7213;8.76354;59.1894;9.21615e-05;0.000487272;118.909;68.8055;43.3306;0;0;0;0;0;0;2.62962;3.02784;3.06628;3.4149;5.27543;0.304977;0.00867093;0.0790629;0.103867;0.979829;2.17009;0;0;0;0;0;0;0;0;0;2.26519;2.02279;0;1.50965;1.58917;2.18258;3.42139;17.5988;16.2715;4.13392;8.92408e-17;0;0;0;0;4.79563e-10;0.193644;0.894463;4.61652
9155;0.0248092;201.047;642.916;111.161;42.4849;15.8038;57.4219;7.9224e-05;0.000428662;26.3953;97.7513;81.5122;0;0;0;0;0;0;0.429073;0.502455;0.595188;0.688882;27.3801;2.21489;0.0650533;0.426629;0.539552;2.29589;3.84138;0;0;0;0;0;0;0;0;0;3.40495;2.10457;0;1.32277;1.22276;1.68263;2.68803;14.146;11.6003;3.35989;7.99432e-17;0;0;0;0;4.33368e-10;0.174561;0.805987;4.2069
9156;0.025727;202.149;645.557;111.479;44.9888;13.7214;57.822;0.000256351;0.00119913;0.611336;100.785;100.231;0;0;0;0;0;0;0.0689041;0.0819297;0.1152;0.140095;5.19436;5.78212;0.609121;3.67938;4.50035;7.60783;7.48308;0;0;0;0;0;0;0;0;0;6.14056;2.64292;0;1.36882;1.10896;1.50957;2.44903;13.2073;9.99681;3.3158;8.7102e-17;0;0;0;0;4.08557e-10;0.160762;0.741058;3.85676
9157;0.0535114;202.819;601.63;315.06;15.6283;34.6259;51.2397;0.0122114;0.049095;0.885781;47.0415;45.0718;0;0;0;0;0;0;0.0109041;0.0131428;0.0221785;0.0285493;0.546734;8.24734;3.76876;21.9911;26.1096;21.3933;13.4565;0;0;0;0;0;0;0;0;0;6.52443;2.65227;0;1.40842;1.46127;2.12585;3.49962;19.2882;15.6596;5.14339;1.37525e-16;0;0;0;0;3.90967e-10;0.149264;0.686644;3.55749
9158;0.0272453;194.184;627.05;113.591;35.13;16.8526;54.9786;36.6686;85.8508;4.37985;3.36852;2.11807;0;0;0;0;0;0;0.0122217;0.0155611;0.0311226;0.0410449;0.133018;2.40157;2.03218;10.7308;12.2247;14.5934;13.3157;0;0;0;0;0;0;0;0;0;5.4359;2.41246;0;1.58197;2.84901;4.63594;7.58787;41.1444;35.6907;10.7245;2.80135e-16;0;0;0;0;3.75122e-10;0.141017;0.647916;3.42499
9159;0.0207087;199.633;659.999;67.4473;52.6654;11.8695;60.0091;76.8197;94.9619;6.63875;0.604178;0.517931;0;0;0;0;0;0;1.49537;1.9488;2.73461;3.16114;0.218371;0.270715;0.0918537;0.293629;0.251794;1.21882;3.9271;0;0;0;0;0;0;0;0;0;3.26066;1.47057;0;1.01483;2.07257;3.60926;6.11599;33.3646;30.8963;11.4919;3.49482e-16;0;0;0;0;3.45045e-10;0.130643;0.600303;3.32467
9160;0.0315262;200.356;651.898;8.66993;40.6648;15.8107;58.7437;0.0347507;0.0470338;134.99;10.1332;9.86612;0;0;0;0;0;0;10.315;13.2095;15.439;16.7358;0.632279;0.169586;0.0196135;0.0348969;0.0266378;0.244779;1.39114;0;0;0;0;0;0;0;0;0;2.42496;0.925141;0;0.620309;1.29086;2.30135;3.98512;21.9215;20.6808;8.78615;2.96601e-16;0;0;0;0;3.02041e-10;0.11572;0.531967;3.07207
9161;0.0231439;202.436;654.231;49.6433;49.8633;9.17271;59.1291;0.000135989;0.000178252;130.052;42.1292;42.6466;0;0;0;0;0;0;1.65955;2.14873;2.90597;3.25639;7.12418;1.95457;0.0890477;0.0756355;0.0550036;0.276252;1.35399;0;0;0;0;0;0;0;0;0;1.92224;0.63327;0;0.406244;0.837034;1.52838;2.70047;15.0456;14.0275;6.47993;2.34858e-16;0;0;0;0;2.57734e-10;0.0998784;0.459373;2.73933
9162;0.0280669;201.865;638.551;110.938;38.1465;17.2761;56.7535;0.0001949;0.000209108;6.4868;82.2165;94.0834;0;0;0;0;0;0;0.27392;0.361368;0.56656;0.657633;28.7085;14.3474;0.773436;0.436161;0.303354;0.639053;2.10311;0;0;0;0;0;0;0;0;0;4.74654;1.06113;0;0.52252;0.829629;1.41071;2.45829;13.5456;10.8242;5.18136;1.9157e-16;0;0;0;0;2.20899e-10;0.0860107;0.395644;2.41365
9163;0.0308045;201.87;629.285;189.797;34.4086;20.9856;55.3623;0.00108502;0.000935357;0.0748135;66.2999;98.8216;0;0;0;0;0;0;0.0434449;0.0580883;0.109008;0.1339;3.11792;24.6963;7.09931;3.53497;2.37783;2.04308;3.77267;0;0;0;0;0;0;0;0;0;14.4462;2.67691;0;1.00306;1.13083;1.65764;2.76147;14.7388;11.1883;5.06169;1.74019e-16;0;0;0;0;2.09132e-10;0.0786685;0.361009;2.2004
9164;0.052303;199.992;599.076;304.525;16.2006;32.6566;50.8138;0.114068;0.080266;0.0602312;38.4327;56.0592;0;0;0;0;0;0;0.00621348;0.00828817;0.0200296;0.0273538;0.117201;8.05217;28.6573;15.7563;10.5789;5.09872;6.18317;0;0;0;0;0;0;0;0;0;23.9015;6.35218;0;2.50052;2.32037;2.90889;4.50066;22.5932;16.9143;6.54222;1.98983e-16;0;0;0;0;2.36809e-10;0.080982;0.369282;2.16526
9165;0.0273883;192.235;617.149;135.946;31.7727;18.4287;53.4803;69.4761;40.2449;0.225547;12.6335;10.4347;0;0;0;0;0;0;0.00770363;0.00960464;0.0230131;0.0337282;0.00404161;0.383754;12.3156;9.98081;7.05321;4.83319;7.21967;0;0;0;0;0;0;0;0;0;15.7837;10.1045;0;5.67189;5.49558;6.29867;9.03602;41.654;30.1291;9.85725;2.70453e-16;0;0;0;0;3.06183e-10;0.094386;0.427637;2.37376
9166;0.0200579;197.363;660.618;46.7486;54.3322;10.4404;60.101;94.6673;79.4584;0.435574;6.47944;5.72765;0;0;0;0;0;0;1.01504;1.15429;1.57966;2.08196;0.00154895;0.00975575;0.369285;0.384788;0.256234;0.808428;3.75169;0;0;0;0;0;0;0;0;0;8.60317;6.59091;0;4.11532;4.293;5.11253;7.42625;33.4936;25.0824;9.4851;2.91258e-16;0;0;0;0;3.77463e-10;0.109401;0.493873;2.64923
9167;0.0343611;199.098;626.133;13.9908;27.4976;18.1843;54.807;0.164134;0.23997;10.1255;69.1089;67.1446;0;0;0;0;0;0;13.5069;14.7216;15.5124;19.0594;0.000640304;0.00120512;0.0588776;0.068977;0.0447401;0.324935;2.7958;0;0;0;0;0;0;0;0;0;5.9379;4.02505;0;2.49158;2.66995;3.27218;4.84832;21.9408;16.8924;7.45158;2.58113e-16;0;0;0;0;4.01711e-10;0.112788;0.508189;2.70575
9168;0.0205547;198.094;659.388;16.6248;55.4988;6.35541;59.9103;0.000164137;0.000318494;42.5442;104.714;105.264;0;0;0;0;0;0;2.06911;2.27261;2.86828;3.68851;0.000528698;0.00255724;0.313633;0.330008;0.210184;0.779794;4.57616;0;0;0;0;0;0;0;0;0;3.7618;2.37887;0;1.48092;1.64383;2.09263;3.17446;14.5905;11.5099;6.01454;2.37939e-16;0;0;0;0;3.89508e-10;0.107455;0.483617;2.58134
9169;0.0206419;201.017;653.255;62.2447;51.9357;8.22162;58.9843;0.000188157;0.000344933;70.6694;87.1322;88.7544;0;0;0;0;0;0;0.335571;0.374403;0.555074;0.744014;0.00204642;0.0159941;3.36782;2.78401;1.71681;2.38212;7.87958;0;0;0;0;0;0;0;0;0;2.11351;1.42179;0;0.932993;1.09353;1.4569;2.26538;10.6269;8.6078;5.56606;2.59018e-16;0;0;0;0;3.51308e-10;0.096609;0.434695;2.34348
9170;0.0361525;204.172;616.537;285.407;24.074;31.0458;53.4693;0.00178556;0.00287593;67.9253;33.9311;30.673;0;0;0;0;0;0;0.0555964;0.0632483;0.108923;0.151278;0.0136425;0.142727;30.8905;19.3839;11.822;6.50202;12.3319;0;0;0;0;0;0;0;0;0;1.17184;1.37789;0;1.15381;1.44045;1.88857;2.87145;13.228;10.6433;7.38824;3.74248e-16;0;0;0;0;3.06087e-10;0.0847904;0.38167;2.09042
9171;0.0536492;200.481;605.062;274.408;17.6832;30.0716;51.6452;3.01382;3.19985;75.4551;1.50963;0.785338;0;0;0;0;0;0;0.0103799;0.0120173;0.0238323;0.0341745;0.0775223;0.584981;37.5191;17.8003;11.5167;5.36742;7.42957;0;0;0;0;0;0;0;0;0;0.666169;2.97981;0;3.99827;4.96191;5.54785;7.5433;31.5345;23.5828;13.3995;6.16489e-16;0;0;0;0;2.7884e-10;0.0790071;0.356073;1.99807
9172;0.0203958;193.035;640.559;57.4312;46.7588;10.8786;57.052;70.2459;64.6266;51.9529;0.338878;0.146195;0;0;0;0;0;0;0.134955;0.150774;0.226599;0.301606;0.294656;0.58008;5.19348;1.95428;1.37709;1.37933;1.91524;0;0;0;0;0;0;0;0;0;0.395074;3.77756;0;6.63185;7.87155;8.14895;10.5365;41.0339;30.1213;15.4722;6.75993e-16;0;0;0;0;2.85165e-10;0.0848832;0.3835;2.18625
9173;0.0293471;200.636;628.462;229.678;30.019;30.8684;55.2819;30.7187;32.5062;74.3172;0.713446;0.31879;0;0;0;0;0;0;11.6981;12.4932;11.5519;13.341;1.1609;0.420455;0.501353;0.147212;0.111457;0.288755;0.459404;0;0;0;0;0;0;0;0;0;0.253583;2.50781;0;4.51462;5.4029;5.73244;7.51473;28.8453;21.6181;11.651;5.35367e-16;0;0;0;0;2.85407e-10;0.0895446;0.405603;2.35446
9174;0.0290293;204.872;665.275;70.2652;50.3868;13.3857;60.8074;0.00784101;0.0203743;158.741;8.04484;3.73201;0;0;0;0;0;0;3.92717;4.22284;4.36351;5.09799;9.65089;2.56839;0.520847;0.0902816;0.0717599;0.174502;0.165744;0;0;0;0;0;0;0;0;0;0.242126;1.93399;0;3.23864;3.71964;3.9699;5.26775;20.1909;14.8767;8.29654;3.95834e-16;0;0;0;0;2.67845e-10;0.0876554;0.397878;2.36299
9175;0.0404593;203.629;618.108;144.195;22.4313;23.8175;53.616;0.0157395;0.0384079;7.58219;70.8195;45.5898;0;0;0;0;0;0;0.650712;0.710449;0.852336;1.027;46.3577;15.1503;1.21402;0.155406;0.127335;0.213051;0.151905;0;0;0;0;0;0;0;0;0;0.869322;4.28657;0;5.19027;4.2668;4.08888;5.26835;19.6136;11.7354;6.33588;2.90621e-16;0;0;0;0;2.54456e-10;0.0855023;0.38862;2.33271
9176;0.0265262;198.832;638.529;119.167;42.5191;14.3613;56.752;0.0600232;0.117626;0.0192652;92.6101;100.787;0;0;0;0;0;0;0.106804;0.117714;0.167763;0.211516;3.86653;16.7183;3.04966;0.624757;0.543961;0.5771;0.260788;0;0;0;0;0;0;0;0;0;2.79402;10.1194;0;9.1351;5.32521;4.45743;5.51807;19.8241;10.8234;5.31125;2.16799e-16;0;0;0;0;2.93219e-10;0.0964358;0.437787;2.51684
9177;0.0264803;198.761;636.171;124.331;42.0123;14.213;56.3955;0.740298;1.32401;0.0214011;85.944;104.386;0;0;0;0;0;0;0.0183317;0.0202673;0.0354776;0.0476559;0.190861;9.57824;5.10102;2.71154;2.59007;1.72535;0.47342;0;0;0;0;0;0;0;0;0;3.97007;14.1408;0;11.5393;5.66319;4.39501;5.32005;18.7127;10.5152;4.63368;1.68598e-16;0;0;0;0;3.9821e-10;0.122506;0.554052;2.91271
9178;0.0269191;197.999;621.474;180.266;33.7613;19.5091;54.1674;11.3508;17.7309;0.0501869;69.7538;74.3664;0;0;0;0;0;0;0.00885516;0.00988084;0.0211299;0.0301124;0.0103523;3.64594;5.67809;10.1327;10.8953;4.9437;0.861211;0;0;0;0;0;0;0;0;0;3.48653;14.1222;0;12.2557;6.36918;4.97519;5.96231;20.6376;11.8753;4.48052;1.4343e-16;0;0;0;0;5.74226e-10;0.163135;0.734405;3.47316
9179;0.0213065;196.995;645.872;92.7572;46.0727;13.414;57.8588;68.6246;80.1415;0.049563;16.5587;12.3827;0;0;0;0;0;0;0.218925;0.242654;0.436894;0.588792;0.00310532;0.612348;1.34012;7.76692;9.69453;6.61218;1.19431;0;0;0;0;0;0;0;0;0;2.2211;10.1993;0;10.5247;7.81714;6.80074;8.18492;27.9301;16.5656;5.02218;1.35854e-16;0;0;0;0;7.91833e-10;0.213978;0.960347;4.16158
9180;0.0560126;205.07;610.254;274.103;12.7393;40.3383;52.6333;17.5288;18.4524;0.177718;23.3996;15.259;0;0;0;0;0;0;16.5545;17.6794;20.9958;24.9824;0.00235153;0.06386;0.0799034;0.952233;1.2558;2.8223;0.990638;0;0;0;0;0;0;0;0;0;1.38503;5.92463;0;6.41009;5.62974;5.3476;6.67067;23.337;14.7403;4.36515;1.16305e-16;0;0;0;0;9.40945e-10;0.252433;1.13204;4.70684
9181;0.0241335;198.572;654.172;54.7111;49.7743;11.5875;59.1206;0.000682402;0.000789898;3.69035;117.547;95.8598;0;0;0;0;0;0;3.61863;3.87542;5.25317;6.39738;0.000279921;0.0655713;0.139537;2.259;3.14441;5.9711;1.72175;0;0;0;0;0;0;0;0;0;0.96585;3.48965;0;3.75877;3.59765;3.64155;4.72937;17.3098;11.6631;3.58113;9.82862e-17;0;0;0;0;9.74572e-10;0.26313;1.1799;4.85053
9182;0.0300881;201.773;624.492;211.715;32.4051;22.8219;54.6441;0.000616965;0.000617048;14.3215;82.7189;69.272;0;0;0;0;0;0;0.593644;0.64492;1.01638;1.27952;9.39521e-05;0.188473;0.7672;12.5738;17.5008;17.548;3.3222;0;0;0;0;0;0;0;0;0;0.554258;1.94315;0;2.31421;2.9943;3.45595;4.73656;18.3622;13.6315;3.90192;1.01638e-16;0;0;0;0;9.14914e-10;0.251617;1.12891;4.69116
9183;0.0498853;198.587;597.904;287.992;16.3076;30.2825;50.5832;0.10822;0.0840886;56.2923;24.7424;12.5179;0;0;0;0;0;0;0.0997734;0.110172;0.200818;0.260807;0.000142322;0.428777;1.52464;19.6887;27.0118;25.044;4.90087;0;0;0;0;0;0;0;0;0;0.311974;1.13977;0;1.80587;4.77093;6.66493;9.37661;37.086;30.1266;6.69656;1.42304e-16;0;0;0;0;8.12596e-10;0.233847;1.05126;4.57517
9184;0.0276403;192.703;626.191;109.856;38.4137;15.322;54.8675;11.4882;7.58736;118.707;18.0777;7.49941;0;0;0;0;0;0;0.0340261;0.0373212;0.0718009;0.0945077;0.000690154;0.939834;0.673806;3.86519;5.21621;9.96827;4.0765;0;0;0;0;0;0;0;0;0;0.179971;0.68104;0;1.28225;5.26492;8.50186;12.4921;50.2856;45.82;9.35798;1.82951e-16;0;0;0;0;7.00101e-10;0.218402;0.985562;4.71253
9185;0.0191285;193.507;645.212;48.9456;49.7789;9.98106;57.761;50.5468;37.0958;97.8737;24.111;12.1534;0;0;0;0;0;0;0.409617;0.419892;0.548529;0.661575;0.00447442;2.15093;0.269203;0.569181;0.749724;3.08832;3.33816;0;0;0;0;0;0;0;0;0;0.110918;0.414016;0;0.797207;3.55776;6.13138;9.40294;38.6052;38.064;8.78813;1.84275e-16;0;0;0;0;5.88449e-10;0.197825;0.895887;4.73948
9186;0.0270758;199.74;633.677;138.295;34.1854;22.8403;56.029;10.0342;10.7944;90.7632;35.6964;23.8239;0;0;0;0;0;0;10.522;10.3026;8.92878;9.64554;0.033518;6.59041;0.228396;0.214581;0.277472;1.57893;3.26361;0;0;0;0;0;0;0;0;0;0.088226;0.296694;0;0.5425;2.37389;4.18454;6.59187;27.5393;28.4279;7.49138;1.70631e-16;0;0;0;0;4.86988e-10;0.173171;0.78636;4.52271
